RespondentID,Section,Course,Term,Open,Text,Q1R1,Q1R2,Q1R3,Q1R4,Q1R5,Q1R6,Q1R7,Q2,Q3R1,Q3R2,Q3R3,Q3R4,Q3R5,Q4R1,Q4R2,Q4R3,Q4R4,Q4R5,Q4R6,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q23Rev,Q24,Q25,Q26,Q26R1,Q26R2,Q26R3,Q26R4,Q26R5,Q26R6,Q26R7,Q26Other,Q27,Q27GPA
5142537513,F16PHIL279L02,PHIL279,Fall,Commercial,Chellas,1,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,1,5,1,3,1,4,4,3,3,4,4,3,2,2,3,,,3,3,4,2,1,2,CPSC,0,1,0,0,0,0,0,,B-,2.7
5142437874,F16PHIL279L02,PHIL279,Fall,Commercial,Chellas,1,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,0,1,5,2,2,1,3,5,5,5,5,5,5,4,2,4,Lot's of practise exercises,Difficulty explaining certain topics,2,5,2,4,1,2,CPSC,0,1,0,0,0,0,0,,A,4
5142394538,F16PHIL279L02,PHIL279,Fall,Commercial,Chellas,1,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,6,4,4,4,4,4,4,4,4,4,4,4,4,4,,,0,4,4,2,1,1,CPSC,0,1,0,0,0,0,0,,A,4
5142392402,F16PHIL279L02,PHIL279,Fall,Commercial,Chellas,1,0,0,0,0,0,0,,1,1,0,1,0,0,0,1,0,1,0,5,1,2,1,5,3,3,2,2,5,5,2,4,3,,,3,5,3,3,2,3,CPSC,0,1,0,0,0,0,0,,B+,3.3
5138671588,F16PHIL279L02,PHIL279,Fall,Commercial,Chellas,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,1,4,1,1,1,1,2,3,3,3,4,4,2,1,2,organization is very similar to lecture material,Language can be hard to understand. Requires a bit of flipping back and forth for terms. Almost as if to answer one problem I'm having I'll have to look up answers to 2 new confusions.,2,1,2,4,2,2,NEUR,0,0,0,0,0,1,0,,A+,4.3
5131920458,F16PHIL279L02,PHIL279,Fall,Commercial,Chellas,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,1,5,2,2,1,4,4,2,3,3,2,3,2,3,3,"Laying out the basic and derived rules, and what they are used for.",Not detailed enough in explaining certain concepts.,2,4,3,3,1,3,CPSC,0,1,0,0,0,0,1,Geo1 (combined degree with 1),A,4
5131269879,F16PHIL279L02,PHIL279,Fall,Commercial,Chellas,1,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,1,5,2,2,1,5,3,4,3,5,4,4,4,3,4,It is concise and intuitive ,It tends to recycle a lot of the same examples (Always frogs for some reason),4,2,1,5,1,2,PHIL,0,0,0,1,0,0,0,,C,2
5130069992,F16PHIL279L02,PHIL279,Fall,Commercial,Chellas,0,0,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,2,,,2,2,CPSC,0,1,0,0,0,0,0,,A,4
5129982273,F16PHIL279L02,PHIL279,Fall,Commercial,Chellas,1,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,0,0,4,1,2,1,4,1,4,2,1,4,3,1,1,1,"It uses lots of examples to get basic points across early in the text, that drops off later on. (Unfortunately.)","The physical copy has very low durability. It's designed almost as if it couldn't be returned to the Bookstore after purchasing. Overpriced cost of $50. An almost useless amount of examples with not enough emphasis on explaining the content in a manageable way. (I don't need 20 examples wasting multiple pages when I can't even understand what RAA is.)  Inaccessible language later on that repeatedly has the use backtrack in the book to a single explanation rather than attempting to re-detail, re-explain, and simplify definitions and example. The lack of accessible language almost makes it feel like you need to be a experienced in logic to understand the book.  No alternate copies or versions available, and no accessible electronic versions available.    Overall, my biggest gripe with taking the Logic class was the textbook itself. I've found it useless, and a scam considering it's considered vital to the course. Even more so when it's unlikely you'll be able to refund it if you choose to go without it, because the textbook could probably get damaged by a fly landing on it.",2,2,5,1,1,1,CPSC,0,1,0,0,0,0,0,,C-,1.7
5129963220,F16PHIL279L02,PHIL279,Fall,Commercial,Chellas,1,0,0,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,1,6,3,3,1,5,5,,,,,,,,,,,,,,,,,OTHR,0,0,0,0,0,0,0,,,
5129741992,F16PHIL279L02,PHIL279,Fall,Commercial,Chellas,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,5,3,5,1,5,5,5,5,4,5,5,5,4,4,"It corresponds well to the course material. If something in the lecture was unclear, I can find clarification in the text. The text provides additional reading and exercises to enhance my understanding.","At times it is wordy. You must read through significantly more text than is required to get the ""fact"" you are looking for. However, I appreciate that there's a sense of humour to it. ",0,1,1,5,2,1,CPSC,0,1,0,0,0,0,0,,A,4
5129699928,F16PHIL279L02,PHIL279,Fall,Commercial,Chellas,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,3,3,3,2,2,I don't use it.,Not directly what is discussed in class. Professor does an adequate job explaining everything and putting up example problems.,0,4,5,1,2,2,PHIL,0,0,0,1,0,0,1,double major with Sociology,A-,3.7
5129693701,F16PHIL279L02,PHIL279,Fall,Commercial,Chellas,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,5,3,1,1,3,1,4,2,2,4,4,3,1,1,It provides thorough explanations,Hard to understand,3,2,3,3,2,4,OTHR,0,0,0,0,0,0,1,Business,B+,3.3
5129684639,F16PHIL279L02,PHIL279,Fall,Commercial,Chellas,1,0,0,0,0,0,0,PDF,0,0,1,1,0,0,0,1,0,1,0,2,2,2,1,2,2,2,2,2,2,2,2,1,2,,,2,1,4,2,1,1,CPSC,0,1,0,0,0,0,0,,B+,3.3
5145373629,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,1,3,2,1,3,4,3,2,3,3,2,4,2,1,4,Provides some extra practice problems,Not necessarily  in line with the course,2,4,2,4,2,1,OTHR,0,0,0,0,0,0,1,Commerce,B,3
5144518496,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,1,4,2,2,2,5,3,3,3,3,3,3,3,2,3,The textbook explains concepts very well. It goes step-by-step and shows examples along with it,The textbook tends to be a little dull and has wordy explanations. Not enough examples.,3,1,4,2,2,1,CPSC,0,1,0,0,0,0,0,,C-,1.7
5144318177,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,1,5,4,2,1,5,5,3,4,3,3,5,4,3,5,Very helpful tool,Examples we do in class are different than textbook ,2,2,3,3,2,2,CPSC,0,1,0,0,0,0,0,,B,3
5144246136,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2,3,1,2,2,2,1,1,2,It is a smaller book that is easier to carry,It did not help me whatsoever. The information provided did not clearly explain the subject and examples were not clear,2,3,5,1,2,1,OTHR,0,0,0,0,0,0,1,Biological Sciences,A-,3.7
5143134791,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,1,6,1,1,1,3,5,5,5,4,4,3,4,4,2,,,2,5,5,1,1,1,CPSC,0,1,0,0,0,0,0,,A,4
5142735345,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,,It was very unclear. ,3,4,2,4,2,,CPSC,0,1,0,0,0,0,0,,A,4
5142572642,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,0,0,1,2,1,2,1,2,1,3,3,3,3,4,4,2,4,It is not very heavy,,2,3,5,1,,3,CPSC,0,1,0,0,0,0,1,Health Sciences,A+,4.3
5142532924,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,1,2,2,2,1,3,2,4,3,4,4,4,4,2,3,,,3,1,5,1,1,1,CPSC,0,1,0,0,0,0,0,,A-,3.7
5142372744,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,0,0,0,0,1,1,0,,0,0,1,0,0,1,0,1,0,0,0,5,1,1,1,3,5,3,2,3,4,4,2,3,5,,,2,5,5,1,1,2,MATH,1,0,0,0,0,0,0,,A-,3.7
5133239272,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Absolutely nothing.,Th all content in the textbook can be considered either irrelevant to the course or so cursory that it provides no benifit.  ,4,1,5,1,1,1,OTHR,0,0,0,0,0,0,1,Biological Science,A-,3.7
5131742825,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,0,0,0,0,1,1,1,,0,0,0,0,1,0,0,0,0,0,1,2,1,1,1,1,1,5,4,4,4,4,4,4,5,,,3,3,3,3,1,1,CPSC,0,1,0,0,0,0,1,"Economics, Law",A,4
5131704790,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,4,1,2,1,2,3,1,1,2,3,1,1,1,1,The text provides some clarification ,"It seems to go out of its way to make the topics even more confusing, i.e long sentence that seem to ramble before making their point. Also examples that were done in class seemed absent in the book. ",3,3,3,3,2,1,PHIL,0,0,0,1,0,0,0,,D,1
5131637825,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,1,0,0,0,,0,0,1,1,0,0,0,1,0,0,0,4,1,4,1,5,4,3,2,3,2,3,2,1,3,I like that it has clear examples and explanations.,"I dislike that it is a different formatting and syntax then what we study in phil 279 with Kazmi. Additionally, Kazmi doesn't state where in the book they use L1, L2, or L3, etc. The examples are quite different then the ones we use. I feel the textbook is good at overall informing us of concepts and terminology, but in terms of actually doing questions, it is rather poor.",4,1,3,3,1,2,MATH,1,1,0,0,0,0,0,,A-,3.7
5131579400,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,1,2,1,1,,1,4,4,4,4,3,3,2,2,3,"The explanation of manipulating sentences in L1, L2 and L3 is fine.",the material regarding English to L2 and L3 and from L2 and L3 to English is weak.,3,1,5,1,2,1,PHIL,0,0,0,1,0,0,0,,C,2
5131262812,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,1,1,2,3,1,1,,the first chapter was easy to read and understand.,"Every chapter, excluding the first was very difficult to understand. ",3,2,3,3,2,1,MATH,1,0,0,0,0,0,0,,B,3
5131028913,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,1,1,0,0,0,1,0,1,0,4,2,2,1,4,3,2,4,2,3,2,3,2,1,It's small and easy to carry with you.,Very difficult to understand. The information is presented in a formal way and the examples are not very relatable. Does not summarize the concepts in a way that helps you grasp the overall idea behind the logic. It could explain how to find a solution to a problem better through a more step by step format. I would use the textbook more if I found it more helpful for my understanding of logic. ,4,1,2,4,2,2,CPSC,0,1,0,0,0,0,0,,A-,3.7
5130954224,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,1,3,1,1,1,2,3,3,3,4,3,4,3,2,2,,,2,3,5,1,2,4,OTHR,0,0,0,0,0,0,1,Economics ,A,4
5130387994,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,1,6,5,5,3,5,5,3,3,3,4,3,4,3,2,,,2,2,4,2,1,1,CPSC,0,1,0,0,0,0,0,,B,3
5130214010,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,1,1,1,0,0,0,0,0,0,1,6,4,3,3,5,5,5,4,3,3,4,3,3,3,The text is written in a logical manner that builds your knowledge of the subject at a reasonable pace. ,The text is written in a stilted manner that sometimes makes it difficult or less enjoyable to follow.,3,5,2,4,1,1,CPSC,0,1,0,0,0,0,0,,A+,4.3
5130078710,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,0,0,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,2,5,5,1,1,2,CPSC,0,1,0,0,0,0,0,,A,4
5130072531,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,1,2,1,1,1,2,1,4,3,5,3,5,3,4,4,"Kind of tells a story, so is interesting.",Not concise,2,4,4,2,1,1,NEUR,0,0,0,0,0,1,0,,A,4
5130071618,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,1,1,1,1,3,4,,,3,3,5,1,1,2,PHYS,0,0,1,0,1,0,0,,A,4
5130051018,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,I've never actually used the textbook because the class covers everything I need...,,0,4,5,1,2,2,CPSC,0,1,0,0,0,0,0,,B,3
5130049416,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,3,3,3,3,4,4,4,4,4,3,,,3,3,3,3,1,1,CPSC,0,1,1,0,0,0,0,,A,4
5130011123,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,1,1,5,1,2,OTHR,0,0,0,0,0,0,1,Biomedical Sciences,A+,4.3
5129988907,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,0,0,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,0,5,5,1,1,2,OTHR,0,0,0,0,0,0,1,Bioinformatics,A,4
5129979224,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,1,4,1,2,1,5,1,3,3,2,4,4,2,3,3,Provides a concise description of all content covered within the course.    Plenty of opportunity for practice.    Useful to receive a different perspective of the course material.,"Perhaps a bit too concise. It's nice to have the material available in a form which is abbreviated, but if you don't understand the topic then a brief description and plenty of practice isn't going to help much.",3,4,4,2,1,3,OTHR,0,0,0,0,0,0,1,Bioinformatics,A+,4.3
5129972862,F16PHIL279L01,PHIL279,Fall,Commercial,Goldfarb,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,OTHR,0,0,0,0,0,0,0,,,
